Target,Target (Unofficial English translation generated by Artificial Intelligence),Country,Country ISO3,Provenance,Reference year,Expected year of achievement,Location,Location (Unofficial English translation generated by Artificial Intelligence),Total Target Area (km²),Type of LDN intervention,Restore/improve tree covered areas,Increase tree covered areas extent,Restore/improve croplands,Restore/improve grasslands,Restore/improve wetlands,Increase soil fertility and carbon stock,Manage artificial surfaces,Restore/improve protected areas,Increase protected areas,Improve coastal management,General instrument (e.g. policies/economic incentives),Restore/improve multiple land uses,Reduce/halt conversion of multiple land uses,Restore/improve multiple functions,Restore productivity and soc in croplands and grasslands,Other/general/unspecified,Level of achievement,Other important goals addressed by this target,Validation level,Geometry UID,Geometry type
"LDN is achieved in the semi-arid areas, northern borders of South Sudan, and around main towns in South Sudan as well as on Dongotono, Didinga, and Imatong moutains by 2030 as compared to 2015 and an additional 25% of the territory has improved (net gain)",NA,South Sudan,SSD,Participation in the LDN Target Setting Programme,NA,2030,"Sub-national, semi-arid areas, northern borders of South Sudan, and around main towns in South Sudan as well as on Dongotono, Didinga, and Imatong moutains",NA,NA,NA,NA,NA,NA,NA,NA,"6 Increase soil fertility and carbon stock
6.1 Rehabilitate bare land and/or restore degraded land
",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16 Other/general/unspecified
16.1 Achieve LDN
",ongoing,NA,active,NA,NA
"Improve productivity in 21,950.6 km² and 2,194.4 km2 SOC stocks in lands of South Sudan by 2030 as compared to 2015",NA,South Sudan,SSD,Participation in the LDN Target Setting Programme,NA,2030,National,NA,24145.00,NA,NA,NA,NA,NA,NA,"6 Increase soil fertility and carbon stock
6.1 Increase carbon stock and reduce soil/land degradation
",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16 Other/general/unspecified
16.1 Improve land productivity (unspecified land use)
",ongoing,NA,active,NA,NA
"Rehabilitate 27,019.6 km² of degraded and abandoned land of South Sudan by 2030",NA,South Sudan,SSD,Participation in the LDN Target Setting Programme,NA,2030,National,NA,27019.60,NA,NA,NA,NA,NA,NA,"6 Increase soil fertility and carbon stock
6.1 Rehabilitate bare land and/or restore degraded land
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
Halt the conversion of forests and wetlands to other land cover classes by 2030,NA,South Sudan,SSD,Participation in the LDN Target Setting Programme,NA,2030,NA,NA,NA,NA,"1 Restore/improve tree-covered areas
1.1 Reduce/halt deforestation and conversion of tree cover to other land cover types
",NA,NA,NA,"5 Restore/improve wetlands
5.1 Halt/reduce wetland conversion to other land uses (includes conserving wetlands)
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
Increase forest cover by 20% by 2030 as compared to 2015,NA,South Sudan,SSD,Participation in the LDN Target Setting Programme,NA,2030,NA,NA,NA,NA,NA,"2 Increase tree-covered area extent
2.1 Increase tree covered land (net gain)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
Reduce the rate of soil sealing (conversion to artificial land cover) by 100% by 2030 as compared to 2015,NA,South Sudan,SSD,Participation in the LDN Target Setting Programme,NA,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13 Reduce/halt conversion of multiple land uses,NA,NA,NA,ongoing,NA,active,NA,NA
LDN is achieved in each of the former 10 states of South Sudan by 2030 as compared to 2015 (no net loss),NA,South Sudan,SSD,Participation in the LDN Target Setting Programme,NA,2030,"Central Equatoria, Western Equatoria, Eastern Equatoria, Northern Bahr El Ghazal, Western Bahr El Ghazal, Lakes, Warrap, Upper Nile, Unity and Jonglei States ",NA,NA,"Avoid
Reduce
Reverse
","1 Restore/improve tree-covered areas
1.1 Reduce/halt deforestation and conversion of tree cover to other land cover types
1.2 Restore tree-covered areas
1.3 Restore/improve grasslands
1.4 Improve tree cover management
","2 Increase tree-covered area extent
2.1 Increase tree covered land (net gain)","3 Restore/improve croplands
3.1 Increase land productivity in agricultural areas
3.2 Improve water use for irrigation
3.3 Practise sustainable land management
",NA,"5 Restore/improve wetlands
5.1 Halt/reduce wetland conversion to other land uses (includes conserving wetlands)
5.2 Restore/preserve wetlands and reduce degradation of wetlands
",NA,"7 Manage artificial surfaces
7.1 Restore degraded mining areas
7.2 Improve land productivity on artificial surfaces
7.3 Halt/reduce/regulate expansion of urban/artificial surfaces
","8 Restore/improve protected areas
8.1 Restore protected areas
8.2 Improve management of protected areas
","9 Increase protected areas
9.1 Increase protected area extent",NA,"11 General instrument (e.g. policies, economic incentives)",NA,13 Reduce/halt conversion of multiple land uses,NA,NA,NA,ongoing,"AFR100
Convention on Biological Diversity
United Nations Framework Convention
",active,NA,NA
"LDN is achieved in the semi-arid areas, northern borders of South Sudan, and around main towns in South Sudan as well as on Dongotono, Didinga, and Imatong moutains by 2030 as compared to 2015 and an additional 25% of the territory has improved (net gain)",NA,South Sudan,SSD,Participation in the LDN Target Setting Programme,NA,2030,"Dongotono, Didinga, and Imatong moutains, Jonglei and Eastern Equatoria State , states boarding Sudan (UpperNile, Northern Bahar El Gazhal, Unity State ) ",NA,NA,"Avoid
Reduce
Reverse
","1 Restore/improve tree-covered areas
1.1 Reduce/halt deforestation and conversion of tree cover to other land cover types
1.2 Restore tree-covered areas
1.3 Increase land productivity in tree covered areas
1.4 Restore/improve grasslands
1.5 Improve tree cover management
","2 Increase tree-covered area extent
2.1 Increase tree covered land (net gain)","3 Restore/improve croplands
3.1 Increase land productivity in agricultural areas
3.2 Improve water use for irrigation
3.3 Rehabilitate bare or degraded land for crop production
3.4 Practise sustainable land management
3.5 Halt/reduce conversion of cropland to other land cover types
",NA,"5 Restore/improve wetlands
5.1 Halt/reduce wetland conversion to other land uses (includes conserving wetlands)
5.2 Restore/preserve wetlands and reduce degradation of wetlands
",NA,"7 Manage artificial surfaces
7.1 Restore degraded mining areas
7.2 Improve land productivity on artificial surfaces
","8 Restore/improve protected areas
8.1 Restore protected areas
8.2 Improve management of protected areas
","9 Increase protected areas
9.1 Increase protected area extent",NA,"11 General instrument (e.g. policies, economic incentives)",NA,13 Reduce/halt conversion of multiple land uses,NA,NA,NA,ongoing,"AFR100
Convention on Biological Diversity
United Nations Framework Convention
Bonn Challenge
",active,NA,NA
"Improve productivity in 21,950.6 km² and 2,194.4 km2 SOC stocks in lands of South Sudan by 2030 as compared to 2015",NA,South Sudan,SSD,Participation in the LDN Target Setting Programme,NA,2030,National Level ,NA,24145.00,"Avoid
Reduce
Reverse
",NA,NA,"3 Restore/improve croplands
3.1 Increase land productivity in agricultural areas
3.2 Improve water use for irrigation
3.3 Rehabilitate bare or degraded land for crop production
3.4 Practise sustainable land management
","4 Restore/improve grasslands
4.1 Restore and improve pastures
4.2 Restore rangeland
4.3 Improve land productivity in grasslands
4.4 Halt/reduce conversion of grassland to other land cover types
",NA,"6 Increase soil fertility and carbon stock
6.1 Rehabilitate bare land and/or restore degraded land
6.2 Reduce soil erosion
6.3 Increase carbon stock and reduce soil/land degradation
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,"AFR100
Convention on Biological Diversity
United Nations Framework Convention
Bonn Challenge
",active,NA,NA
"Rehabilitate 27,019.6 km² of degraded and abandoned land of South Sudan by 2030",NA,South Sudan,SSD,Participation in the LDN Target Setting Programme,NA,2030,National Level,NA,27019.60,"Reverse
","1 Restore/improve tree-covered areas
1.1 Restore tree-covered areas
1.2 Improve tree cover management
",NA,"3 Restore/improve croplands
3.1 Practise sustainable land management
",NA,"5 Restore/improve wetlands
5.1 Restore/preserve wetlands and reduce degradation of wetlands
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,"Convention on Biological Diversity
United Nations Framework Convention
Bonn Challenge
",active,NA,NA
Halt the conversion of forests and wetlands to other land cover classes by 2030,NA,South Sudan,SSD,Participation in the LDN Target Setting Programme,NA,2030,National level,NA,NA,"Avoid
Reduce
","1 Restore/improve tree-covered areas
1.1 Reduce/halt deforestation and conversion of tree cover to other land cover types
","2 Increase tree-covered area extent
2.1 Increase tree covered land (net gain)",NA,NA,"5 Restore/improve wetlands
5.1 Halt/reduce wetland conversion to other land uses (includes conserving wetlands)
5.2 Restore/preserve wetlands and reduce degradation of wetlands
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,"AFR100
Convention on Biological Diversity
United Nations Framework Convention
Bonn Challenge
",active,NA,NA
Increase forest cover by 20% by 2030 as compared to 2015,NA,South Sudan,SSD,Participation in the LDN Target Setting Programme,NA,2030,National level,NA,NA,"Avoid
Reduce
Reverse
","1 Restore/improve tree-covered areas
1.1 Reduce/halt deforestation and conversion of tree cover to other land cover types
1.2 Restore tree-covered areas
","2 Increase tree-covered area extent
2.1 Increase tree covered land (net gain)",NA,NA,NA,NA,NA,"8 Restore/improve protected areas
8.1 Restore protected areas
8.2 Improve management of protected areas
",NA,NA,NA,NA,NA,NA,NA,NA,ongoing,"Convention on Biological Diversity
United Nations Framework Convention
Bonn Challenge
",active,NA,NA
Development of land use planning guidelines,NA,Sri Lanka,LKA,2022 reporting,NA,2020,overal,"I'm sorry, but ""overal"" does not have a clear meaning and does not require translation as it is already in English.",NA,"Avoid
Reduce
Reverse
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11 General instrument (e.g. policies, economic incentives)",NA,NA,NA,NA,"16.1 Improve land productivity (unspecified land use)
",NA,"Convention on Biological Diversity
United Nations Framework Convention
Other: ()
",active,NA,NA
"To maintain sustainable land management, established a presidential task force and guidelines for mining practices",NA,Sri Lanka,LKA,2022 reporting,NA,2019,Overal ,Overall,NA,"Avoid
Reduce
Reverse
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11 General instrument (e.g. policies, economic incentives)",NA,NA,NA,NA,"16 Other/general/unspecified
16.1 Achieve LDN
16.2 Other/general/unspecified
",ongoing,NA,active,NA,NA
Funded to private parties to establish plant nurseries,NA,Sri Lanka,LKA,2022 reporting,NA,2019,overal,"I'm sorry, ""overal"" does not have a specific meaning in English.",NA,"Avoid
Reduce
Reverse
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16 Other/general/unspecified
16.1 Other/general/unspecified
",achieved,NA,active,NA,NA
Mangrove restoration program with department of forest and department of coastal conservation ,NA,Sri Lanka,LKA,2022 reporting,NA,2019,overal,"I'm sorry, but ""overal"" does not have a clear meaning in English. Can you provide more context or a different word to translate?",2.00,"Avoid
Reduce
Reverse
","1.1 Restore tree-covered areas
","2 Increase tree-covered area extent
2.1 Increase tree covered land (net gain)",NA,NA,NA,NA,NA,"8 Restore/improve protected areas
8.1 Improve management of protected areas
",NA,"10 Improve coastal management
10.1 Reduce coastal erosion
",NA,NA,NA,NA,NA,"16 Other/general/unspecified
",ongoing,NA,active,NA,NA
Prevent land degradation of land extent in government schools ,NA,Sri Lanka,LKA,2022 reporting,NA,2019,Selected schools,NA,0.10,"Avoid
Reduce
Reverse
",NA,NA,NA,NA,NA,"6 Increase soil fertility and carbon stock
6.1 Rehabilitate bare land and/or restore degraded land
6.2 Reduce soil erosion
","7 Manage artificial surfaces
7.1 Restore degraded mining areas
",NA,NA,NA,NA,NA,13 Reduce/halt conversion of multiple land uses,14 Restore/improve multiple functions,NA,NA,achieved,NA,active,NA,NA
Implement land management sites in Prison area Mahara,NA,Sri Lanka,LKA,2022 reporting,NA,2019,Mahara,"I'm sorry, ""Mahara"" does not have a specific meaning in English.",0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,achieved,NA,active,NA,NA
Implement land management site in land extent of air force base in Meerigama,NA,Sri Lanka,LKA,2022 reporting,NA,2019,Meerigama,Meerigama,2.00,"Avoid
Reduce
Reverse
",NA,NA,NA,NA,NA,"6 Increase soil fertility and carbon stock
6.1 Rehabilitate bare land and/or restore degraded land
6.2 Reduce soil erosion
6.3 Improve watershed/landscape management
","7.1 Restore degraded mining areas
",NA,NA,NA,NA,NA,NA,14 Restore/improve multiple functions,NA,NA,achieved,NA,active,NA,NA
Implement land management site in land extent of children town ,NA,Sri Lanka,LKA,2022 reporting,NA,2019,Ragama,"I'm sorry, ""Ragama"" is already in English and does not require translation.",0.05,"Avoid
Reduce
Reverse
",NA,"2 Increase tree-covered area extent
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13 Reduce/halt conversion of multiple land uses,14 Restore/improve multiple functions,NA,"16 Other/general/unspecified
16.1 Avoid/prevent/halt degradation (of degraded lands)
16.2 Improve land productivity (unspecified land use)
",achieved,NA,active,NA,NA
Implement land management site in Suriya Wewa area,NA,Sri Lanka,LKA,2022 reporting,NA,2019,Sriya Wewa,"There is no meaning to the phrase ""Sriya Wewa"" in English.",1.00,"Avoid
Reduce
Reverse
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13 Reduce/halt conversion of multiple land uses,14 Restore/improve multiple functions,15 Restore productivity and soil organic carbon stock in croplands and grasslands,NA,ongoing,NA,active,NA,NA
زراعة غابات جديدة (التحريج),Planting new forests (afforestation),State of Palestine,PSE,Participation in the LDN Target Setting Programme,NA,2040,استهداف جميع الاراضي الحكومية المصنفة كغابات ,Targeting all government-owned lands classified as forests,44.00,"Reverse
","1 Restore/improve tree-covered areas
1.1 Reduce/halt deforestation and conversion of tree cover to other land cover types
1.2 Restore/improve grasslands
1.3 Improve tree cover management
","2 Increase tree-covered area extent
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,"Convention on Biological Diversity
United Nations Framework Convention
",active,NA,NA
تأهيل المراعي وتحسين انتاجيتها,Rehabilitation of pastures and improving their productivity.,State of Palestine,PSE,Participation in the LDN Target Setting Programme,NA,2040,استهداف جميع المناطق المصنفة كمراعي والعمل على تأهيلها وعكس اتجاه التدهور فيها ,Targeting all areas classified as pastures and working on rehabilitating them and reversing the degradation trend.,22.00,"Reverse
",NA,NA,NA,"4 Restore/improve grasslands
4.1 Restore and improve pastures
4.2 Restore rangeland
4.3 Improve land productivity in grasslands
4.4 Halt/reduce conversion of grassland to other land cover types
",NA,"6 Increase soil fertility and carbon stock
6.1 Rehabilitate bare land and/or restore degraded land
6.2 Reduce soil erosion
6.3 Increase carbon stock and reduce soil/land degradation
6.4 Improve watershed/landscape management
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,"Convention on Biological Diversity
United Nations Framework Convention
",active,NA,NA
تأهيل الاراضي  الزراعية ,Rehabilitation of agricultural lands,State of Palestine,PSE,Participation in the LDN Target Setting Programme,NA,2040,استهداف الاراضي الزراعية الخاصة بالمزارعين وخصوصا المناطق المتدهورة ,"Targeting private agricultural lands belonging to farmers, especially in deteriorating areas.",22.00,"Reverse
",NA,NA,NA,NA,NA,"6 Increase soil fertility and carbon stock
6.1 Rehabilitate bare land and/or restore degraded land
6.2 Reduce soil erosion
6.3 Increase carbon stock and reduce soil/land degradation
6.4 Maintain the current level of SOC
6.5 Improve watershed/landscape management
",NA,NA,NA,NA,NA,NA,NA,NA,15 Restore productivity and soil organic carbon stock in croplands and grasslands,NA,ongoing,"Convention on Biological Diversity
United Nations Framework Convention
",active,NA,NA
استخدام الممارسات الزراعية الذكية مناخيا ,The use of climate-smart agricultural practices.,State of Palestine,PSE,Participation in the LDN Target Setting Programme,NA,2040,نقل التكنولوجيا الزراعية والمعرفة ل 50% من المزارع حتى عام 2040,Transfer agricultural technology and knowledge to 50% of farmers by 2040.,NA,"Reduce
",NA,NA,"3 Restore/improve croplands
3.1 Increase land productivity in agricultural areas
3.2 Improve water use for irrigation
3.3 Rehabilitate bare or degraded land for crop production
3.4 Practise sustainable land management
",NA,NA,"6 Increase soil fertility and carbon stock
6.1 Rehabilitate bare land and/or restore degraded land
6.2 Reduce soil erosion
6.3 Increase carbon stock and reduce soil/land degradation
6.4 Maintain the current level of SOC
6.5 Improve watershed/landscape management
",NA,"8 Restore/improve protected areas
8.1 Improve management of protected areas
",NA,NA,NA,NA,NA,NA,15 Restore productivity and soil organic carbon stock in croplands and grasslands,NA,ongoing,"Convention on Biological Diversity
United Nations Framework Convention
",active,NA,NA
